name,slope_per_year,intercept,r_value,p_value,std_err,mean,std
model_slope,0.08234301762025176,-159.39965944620934,0.4337985982717665,0.05601334172528228,0.040311775567341515,6.562692567408087,1.1229816411656501
market_slope,-0.010779752223094248,28.486085400774247,-0.16209793794959265,0.49474338276742424,0.015467247346147576,6.759494795127789,0.3934280411000829
market_intercept,0.025131925671338644,-50.37040808456989,0.5373199393866944,0.014558475645672541,0.009297775997432865,0.2829881060131466,0.27671125985809747
