season,week,game_type,home_team,away_team,home_score,away_score,spread_line,result,home_moneyline,away_moneyline,home_spread_odds,away_spread_odds,div_game,total_line,home_win,is_tie,is_playoff,is_home_fav,spread_bucket,spread_wp_538,ml_wp_close,ml_formula_divergence,spread_open,spread_close_mkt,spread_move,ml_wp_open,ml_wp_close_mkt,ml_formula_divergence_open,home_spread_close_price,away_spread_close_price,home_is_fav_ml,fav_ml_wp,fav_wp_cal,ml_wp_cal,fav_margin,fav_spread,fav_spread_close_price,dog_spread_close_price
2000,14,REG,BUF,MIA,6.0,33.0,-3.5,-27.0,,,,,1,36.0,0,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,27.0,-3.5,,
2000,14,REG,CAR,LAR,16.0,3.0,8.0,13.0,,,,,1,58.0,1,0,0,0,8.0,0.2402530733520421,,,8.0,8.0,0.0,,,,,,,,,,-13.0,8.0,,
2000,14,REG,CIN,ARI,24.0,13.0,-4.0,11.0,,,,,0,38.5,1,0,0,1,-4.0,0.6400649998028851,,,-4.0,-4.0,0.0,,,,,,,,,,-11.0,-4.0,,
2000,14,REG,NO,DEN,23.0,38.0,-0.0,-15.0,,,,,0,45.0,0,0,0,0,-0.0,0.5,,,0.0,0.0,0.0,,,,,,,,,,15.0,-0.0,,
2000,14,REG,PHI,TEN,13.0,15.0,3.0,-2.0,,,,,0,36.5,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,2.0,3.0,,
2000,14,REG,PIT,OAK,21.0,20.0,3.0,1.0,,,,,0,42.0,1,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,-1.0,3.0,,
2000,14,REG,TB,DAL,27.0,7.0,-10.0,20.0,,,,,0,37.0,1,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,-20.0,-10.0,,
2000,14,REG,WAS,NYG,7.0,9.0,-6.0,-2.0,,,,,1,38.0,0,0,0,1,-6.0,0.7033850034718286,,,-6.0,-6.0,0.0,,,,,,,,,,2.0,-6.0,,
2000,14,REG,LAC,SF,17.0,45.0,2.5,-28.0,,,,,0,44.0,0,0,0,0,2.5,0.41101308403951453,,,2.5,2.5,0.0,,,,,,,,,,28.0,2.5,,
2000,14,REG,JAX,CLE,48.0,0.0,-14.5,48.0,,,,,1,39.0,1,0,0,1,-14.5,0.8896054949183587,,,-14.5,-14.5,0.0,,,,,,,,,,-48.0,-14.5,,
2000,14,REG,NYJ,IND,27.0,17.0,-2.5,10.0,,,,,1,44.0,1,0,0,1,-2.5,0.5889869159604855,,,-2.5,-2.5,0.0,,,,,,,,,,-10.0,-2.5,,
2000,14,REG,CHI,GB,6.0,28.0,2.5,-22.0,,,,,1,39.0,0,0,0,0,2.5,0.41101308403951453,,,2.5,2.5,0.0,,,,,,,,,,22.0,2.5,,
2000,14,REG,NE,KC,30.0,24.0,-1.0,6.0,,,,,0,41.0,1,0,0,1,-1.0,0.5359159269451023,,,-1.0,-1.0,0.0,,,,,,,,,,-6.0,-1.0,,
2000,15,REG,BAL,LAC,24.0,3.0,-13.5,21.0,,,,,0,36.5,1,0,0,1,-13.5,0.8746601071735495,,,-13.5,-13.5,0.0,,,,,,,,,,-21.0,-13.5,,
2000,15,REG,CHI,NE,24.0,17.0,-2.0,7.0,,,,,0,36.5,1,0,0,1,-2.0,0.5714631174083814,,,-2.0,-2.0,0.0,,,,,,,,,,-7.0,-2.0,,
2000,15,REG,CLE,PHI,24.0,35.0,14.0,-11.0,,,,,0,35.5,0,0,0,0,14.0,0.11766170295305857,,,14.0,14.0,0.0,,,,,,,,,,11.0,14.0,,
2000,15,REG,GB,DET,26.0,13.0,-3.5,13.0,,,,,1,41.0,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-13.0,-3.5,,
2000,15,REG,JAX,ARI,44.0,10.0,-15.0,34.0,,,,,0,42.0,1,0,0,1,-15.0,0.8964765078981858,,,-15.0,-15.0,0.0,,,,,,,,,,-34.0,-15.0,,
2000,15,REG,KC,CAR,15.0,14.0,-2.5,1.0,,,,,0,42.0,1,0,0,1,-2.5,0.5889869159604855,,,-2.5,-2.5,0.0,,,,,,,,,,-1.0,-2.5,,
2000,15,REG,MIA,TB,13.0,16.0,-2.5,-3.0,,,,,0,34.5,0,0,0,1,-2.5,0.5889869159604855,,,-2.5,-2.5,0.0,,,,,,,,,,3.0,-2.5,,
2000,15,REG,NYG,PIT,30.0,10.0,-3.5,20.0,,,,,0,35.5,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-20.0,-3.5,,
2000,15,REG,TEN,CIN,35.0,3.0,-13.0,32.0,,,,,1,36.0,1,0,0,1,-13.0,0.8665566437895401,,,-13.0,-13.0,0.0,,,,,,,,,,-32.0,-13.0,,
2000,15,REG,DEN,SEA,31.0,24.0,-10.0,7.0,,,,,1,48.0,1,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,-7.0,-10.0,,
2000,15,REG,DAL,WAS,32.0,13.0,6.0,19.0,,,,,1,39.0,1,0,0,0,6.0,0.29661499652817136,,,6.0,6.0,0.0,,,,,,,,,,-19.0,6.0,,
2000,15,REG,SF,NO,27.0,31.0,-3.0,-4.0,,,,,1,47.5,0,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,4.0,-3.0,,
2000,15,REG,LAR,MIN,40.0,29.0,-3.5,11.0,,,,,0,56.5,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-11.0,-3.5,,
2000,15,REG,OAK,NYJ,31.0,7.0,-3.5,24.0,,,,,0,47.0,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-24.0,-3.5,,
2000,15,REG,IND,BUF,44.0,20.0,-6.0,24.0,,,,,1,45.0,1,0,0,1,-6.0,0.7033850034718286,,,-6.0,-6.0,0.0,,,,,,,,,,-24.0,-6.0,,
2000,16,REG,PIT,WAS,24.0,3.0,1.0,21.0,,,,,0,37.5,1,0,0,0,1.0,0.4640840730548977,,,1.0,1.0,0.0,,,,,,,,,,-21.0,1.0,,
2000,16,REG,SEA,OAK,27.0,24.0,6.0,3.0,,,,,1,47.5,1,0,0,0,6.0,0.29661499652817136,,,6.0,6.0,0.0,,,,,,,,,,-3.0,6.0,,
2000,16,REG,BUF,NE,10.0,13.0,-4.5,-3.0,,,,,1,39.0,0,0,0,1,-4.5,0.6564698885215916,,,-4.5,-4.5,0.0,,,,,,,,,,3.0,-4.5,,
2000,16,REG,CAR,LAC,30.0,22.0,-8.5,8.0,,,,,0,38.5,1,0,0,1,-8.5,0.7726346900351523,,,-8.5,-8.5,0.0,,,,,,,,,,-8.0,-8.5,,
2000,16,REG,CIN,JAX,17.0,14.0,10.5,3.0,,,,,1,42.5,1,0,0,0,10.5,0.18078005604082745,,,10.5,10.5,0.0,,,,,,,,,,-3.0,10.5,,
2000,16,REG,CLE,TEN,0.0,24.0,16.0,-24.0,,,,,1,37.0,0,0,0,0,16.0,0.09090909090909091,,,16.0,16.0,0.0,,,,,,,,,,24.0,16.0,,
2000,16,REG,KC,DEN,20.0,7.0,3.0,13.0,,,,,1,47.0,1,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,-13.0,3.0,,
2000,16,REG,MIN,GB,28.0,33.0,-7.5,-5.0,,,,,1,49.0,0,0,0,1,-7.5,0.7463684512501709,,,-7.5,-7.5,0.0,,,,,,,,,,5.0,-7.5,,
2000,16,REG,NO,ATL,23.0,7.0,-10.0,16.0,,,,,1,41.0,1,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,-16.0,-10.0,,
2000,16,REG,NYJ,DET,7.0,10.0,-6.5,-3.0,,,,,0,39.5,0,0,0,1,-6.5,0.7181746423634181,,,-6.5,-6.5,0.0,,,,,,,,,,3.0,-6.5,,
2000,16,REG,SF,CHI,17.0,0.0,-6.0,17.0,,,,,0,45.5,1,0,0,1,-6.0,0.7033850034718286,,,-6.0,-6.0,0.0,,,,,,,,,,-17.0,-6.0,,
2000,16,REG,ARI,BAL,7.0,13.0,15.0,-6.0,,,,,0,37.5,0,0,0,0,15.0,0.10352349210181416,,,15.0,15.0,0.0,,,,,,,,,,6.0,15.0,,
2000,16,REG,MIA,IND,13.0,20.0,-3.0,-7.0,,,,,1,42.0,0,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,7.0,-3.0,,
2000,16,REG,DAL,NYG,13.0,17.0,6.5,-4.0,,,,,1,36.0,0,0,0,0,6.5,0.28182535763658195,,,6.5,6.5,0.0,,,,,,,,,,4.0,6.5,,
2000,16,REG,TB,LAR,38.0,35.0,1.0,3.0,,,,,0,49.0,1,0,0,0,1.0,0.4640840730548977,,,1.0,1.0,0.0,,,,,,,,,,-3.0,1.0,,
2000,17,REG,NYG,JAX,28.0,25.0,-4.0,3.0,,,,,0,37.5,1,0,0,1,-4.0,0.6400649998028851,,,-4.0,-4.0,0.0,,,,,,,,,,-3.0,-4.0,,
2000,17,REG,DEN,SF,38.0,9.0,-7.0,29.0,,,,,0,48.5,1,0,0,1,-7.0,0.7325072897556676,,,-7.0,-7.0,0.0,,,,,,,,,,-29.0,-7.0,,
2000,17,REG,SEA,BUF,23.0,42.0,-3.0,-19.0,,,,,0,42.5,0,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,19.0,-3.0,,
2000,17,REG,ATL,KC,29.0,13.0,4.5,16.0,,,,,0,40.5,1,0,0,0,4.5,0.3435301114784084,,,4.5,4.5,0.0,,,,,,,,,,-16.0,4.5,,
2000,17,REG,BAL,NYJ,34.0,20.0,-6.0,14.0,,,,,0,35.5,1,0,0,1,-6.0,0.7033850034718286,,,-6.0,-6.0,0.0,,,,,,,,,,-14.0,-6.0,,
2000,17,REG,DET,CHI,20.0,23.0,-10.0,-3.0,,,,,1,37.0,0,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,3.0,-10.0,,
2000,17,REG,GB,TB,17.0,14.0,-2.5,3.0,,,,,1,38.0,1,0,0,1,-2.5,0.5889869159604855,,,-2.5,-2.5,0.0,,,,,,,,,,-3.0,-2.5,,
2000,17,REG,NE,MIA,24.0,27.0,4.0,-3.0,,,,,1,35.0,0,0,0,0,4.0,0.35993500019711494,,,4.0,4.0,0.0,,,,,,,,,,3.0,4.0,,
2000,17,REG,NO,LAR,21.0,26.0,3.5,-5.0,,,,,1,56.0,0,0,0,0,3.5,0.37667378292139303,,,3.5,3.5,0.0,,,,,,,,,,5.0,3.5,,
2000,17,REG,PHI,CIN,16.0,7.0,-10.5,9.0,,,,,0,35.0,1,0,0,1,-10.5,0.8192199439591725,,,-10.5,-10.5,0.0,,,,,,,,,,-9.0,-10.5,,
2000,17,REG,WAS,ARI,20.0,3.0,-7.0,17.0,,,,,1,38.5,1,0,0,1,-7.0,0.7325072897556676,,,-7.0,-7.0,0.0,,,,,,,,,,-17.0,-7.0,,
2000,17,REG,LAC,PIT,21.0,34.0,3.0,-13.0,,,,,0,37.5,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,13.0,3.0,,
2000,17,REG,IND,MIN,31.0,10.0,-3.0,21.0,,,,,0,53.5,1,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,-21.0,-3.0,,
2000,17,REG,OAK,CAR,52.0,9.0,-9.0,43.0,,,,,0,45.5,1,0,0,1,-9.0,0.785026736998172,,,-9.0,-9.0,0.0,,,,,,,,,,-43.0,-9.0,,
2000,17,REG,TEN,DAL,31.0,0.0,-13.5,31.0,,,,,0,37.5,1,0,0,1,-13.5,0.8746601071735495,,,-13.5,-13.5,0.0,,,,,,,,,,-31.0,-13.5,,
2000,18,WC,MIA,IND,23.0,17.0,1.5,6.0,,,,,1,42.0,1,0,1,0,1.5,0.44624175535537913,,,1.5,1.5,0.0,,,,,,,,,,-6.0,1.5,,
2000,18,WC,NO,LAR,31.0,28.0,5.5,3.0,,,,,1,55.0,1,0,1,0,5.5,0.3118437570613596,,,5.5,5.5,0.0,,,,,,,,,,-3.0,5.5,,
2000,18,WC,BAL,DEN,21.0,3.0,-3.5,18.0,,,,,0,41.0,1,0,1,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-18.0,-3.5,,
2000,18,WC,PHI,TB,21.0,3.0,3.0,18.0,,,,,0,34.0,1,0,1,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,-18.0,3.0,,
2000,19,DIV,MIN,NO,34.0,16.0,-8.0,18.0,,,,,0,49.5,1,0,1,1,-8.0,0.7597469266479578,,,-8.0,-8.0,0.0,,,,,,,,,,-18.0,-8.0,,
2000,19,DIV,OAK,MIA,27.0,0.0,-9.0,27.0,,,,,0,42.0,1,0,1,1,-9.0,0.785026736998172,,,-9.0,-9.0,0.0,,,,,,,,,,-27.0,-9.0,,
2000,19,DIV,TEN,BAL,10.0,24.0,-6.0,-14.0,,,,,1,34.0,0,0,1,1,-6.0,0.7033850034718286,,,-6.0,-6.0,0.0,,,,,,,,,,14.0,-6.0,,
2000,19,DIV,NYG,PHI,20.0,10.0,-4.5,10.0,,,,,1,33.5,1,0,1,1,-4.5,0.6564698885215916,,,-4.5,-4.5,0.0,,,,,,,,,,-10.0,-4.5,,
2000,20,CON,NYG,MIN,41.0,0.0,1.0,41.0,,,,,0,41.5,1,0,1,0,1.0,0.4640840730548977,,,1.0,1.0,0.0,,,,,,,,,,-41.0,1.0,,
2000,20,CON,OAK,BAL,3.0,16.0,-6.0,-13.0,,,,,0,38.0,0,0,1,1,-6.0,0.7033850034718286,,,-6.0,-6.0,0.0,,,,,,,,,,13.0,-6.0,,
2000,21,SB,NYG,BAL,7.0,34.0,3.0,-27.0,,,,,0,33.0,0,0,1,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,27.0,3.0,,
2001,1,REG,BAL,CHI,17.0,6.0,-10.5,11.0,,,,,0,33.5,1,0,0,1,-10.5,0.8192199439591725,,,-10.5,-10.5,0.0,,,,,,,,,,-11.0,-10.5,,
2001,1,REG,BUF,NO,6.0,24.0,1.5,-18.0,,,,,0,37.5,0,0,0,0,1.5,0.44624175535537913,,,1.5,1.5,0.0,,,,,,,,,,18.0,1.5,,
2001,1,REG,CIN,NE,23.0,17.0,-0.0,6.0,,,,,0,36.0,1,0,0,0,-0.0,0.5,,,0.0,0.0,0.0,,,,,,,,,,-6.0,-0.0,,
2001,1,REG,CLE,SEA,6.0,9.0,4.0,-3.0,,,,,0,38.5,0,0,0,0,4.0,0.35993500019711494,,,4.0,4.0,0.0,,,,,,,,,,3.0,4.0,,
2001,1,REG,DAL,TB,6.0,10.0,9.0,-4.0,,,,,0,34.0,0,0,0,0,9.0,0.21497326300182792,,,9.0,9.0,0.0,,,,,,,,,,4.0,9.0,,
2001,1,REG,GB,DET,28.0,6.0,-5.5,22.0,,,,,1,41.5,1,0,0,1,-5.5,0.6881562429386404,,,-5.5,-5.5,0.0,,,,,,,,,,-22.0,-5.5,,
2001,1,REG,JAX,PIT,21.0,3.0,-3.0,18.0,,,,,1,37.5,1,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,-18.0,-3.0,,
2001,1,REG,KC,OAK,24.0,27.0,3.0,-3.0,,,,,1,43.0,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,3.0,3.0,,
2001,1,REG,MIN,CAR,13.0,24.0,-10.0,-11.0,,,,,0,45.0,0,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,11.0,-10.0,,
2001,1,REG,NYJ,IND,24.0,45.0,1.5,-21.0,,,,,1,44.5,0,0,0,0,1.5,0.44624175535537913,,,1.5,1.5,0.0,,,,,,,,,,21.0,1.5,,
2001,1,REG,PHI,LAR,17.0,20.0,3.0,-3.0,,,,,0,46.0,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,3.0,3.0,,
2001,1,REG,LAC,WAS,30.0,3.0,-2.5,27.0,,,,,0,36.5,1,0,0,1,-2.5,0.5889869159604855,,,-2.5,-2.5,0.0,,,,,,,,,,-27.0,-2.5,,
2001,1,REG,SF,ATL,16.0,13.0,-3.5,3.0,,,,,1,46.0,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-3.0,-3.5,,
2001,1,REG,TEN,MIA,23.0,31.0,-6.5,-8.0,,,,,0,34.0,0,0,0,1,-6.5,0.7181746423634181,,,-6.5,-6.5,0.0,,,,,,,,,,8.0,-6.5,,
2001,1,REG,DEN,NYG,31.0,20.0,-7.0,11.0,,,,,0,43.5,1,0,0,1,-7.0,0.7325072897556676,,,-7.0,-7.0,0.0,,,,,,,,,,-11.0,-7.0,,
2001,2,REG,ATL,CAR,24.0,16.0,-3.5,8.0,,,,,1,41.0,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-8.0,-3.5,,
2001,2,REG,CHI,MIN,17.0,10.0,3.0,7.0,,,,,1,43.5,1,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,-7.0,3.0,,
2001,2,REG,CIN,BAL,21.0,10.0,7.0,11.0,,,,,1,33.5,1,0,0,0,7.0,0.2674927102443324,,,7.0,7.0,0.0,,,,,,,,,,-11.0,7.0,,
2001,2,REG,CLE,DET,24.0,14.0,1.5,10.0,,,,,0,33.0,1,0,0,0,1.5,0.44624175535537913,,,1.5,1.5,0.0,,,,,,,,,,-10.0,1.5,,
2001,2,REG,DAL,LAC,21.0,32.0,3.5,-11.0,,,,,0,34.0,0,0,0,0,3.5,0.37667378292139303,,,3.5,3.5,0.0,,,,,,,,,,11.0,3.5,,
2001,2,REG,IND,BUF,42.0,26.0,-10.0,16.0,,,,,1,44.5,1,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,-16.0,-10.0,,
2001,2,REG,JAX,TEN,13.0,6.0,-2.0,7.0,,,,,1,36.0,1,0,0,1,-2.0,0.5714631174083814,,,-2.0,-2.0,0.0,,,,,,,,,,-7.0,-2.0,,
2001,2,REG,KC,NYG,3.0,13.0,-1.5,-10.0,,,,,0,39.0,0,0,0,1,-1.5,0.5537582446446209,,,-1.5,-1.5,0.0,,,,,,,,,,10.0,-1.5,,
2001,2,REG,MIA,OAK,18.0,15.0,-1.5,3.0,,,,,0,40.0,1,0,0,1,-1.5,0.5537582446446209,,,-1.5,-1.5,0.0,,,,,,,,,,-3.0,-1.5,,
2001,2,REG,NE,NYJ,3.0,10.0,1.5,-7.0,,,,,1,38.5,0,0,0,0,1.5,0.44624175535537913,,,1.5,1.5,0.0,,,,,,,,,,7.0,1.5,,
2001,2,REG,SEA,PHI,3.0,27.0,2.5,-24.0,,,,,0,37.0,0,0,0,0,2.5,0.41101308403951453,,,2.5,2.5,0.0,,,,,,,,,,24.0,2.5,,
2001,2,REG,SF,LAR,26.0,30.0,6.0,-4.0,,,,,1,50.0,0,0,0,0,6.0,0.29661499652817136,,,6.0,6.0,0.0,,,,,,,,,,4.0,6.0,,
2001,2,REG,ARI,DEN,17.0,38.0,8.5,-21.0,,,,,0,45.0,0,0,0,0,8.5,0.22736530996484777,,,8.5,8.5,0.0,,,,,,,,,,21.0,8.5,,
2001,2,REG,GB,WAS,37.0,0.0,-8.5,37.0,,,,,0,41.0,1,0,0,1,-8.5,0.7726346900351523,,,-8.5,-8.5,0.0,,,,,,,,,,-37.0,-8.5,,
2001,3,REG,BUF,PIT,3.0,20.0,3.0,-17.0,,,,,0,36.0,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,17.0,3.0,,
2001,3,REG,CAR,GB,7.0,28.0,3.5,-21.0,,,,,0,41.0,0,0,0,0,3.5,0.37667378292139303,,,3.5,3.5,0.0,,,,,,,,,,21.0,3.5,,
2001,3,REG,MIN,TB,20.0,16.0,2.5,4.0,,,,,1,39.0,1,0,0,0,2.5,0.41101308403951453,,,2.5,2.5,0.0,,,,,,,,,,-4.0,2.5,,
2001,3,REG,NE,IND,44.0,13.0,11.5,31.0,,,,,1,45.0,1,0,0,0,11.5,0.16043661485240504,,,11.5,11.5,0.0,,,,,,,,,,-31.0,11.5,,
2001,3,REG,NYG,NO,21.0,13.0,-3.0,8.0,,,,,0,37.0,1,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,-8.0,-3.0,,
2001,3,REG,LAR,MIA,42.0,10.0,-6.0,32.0,,,,,0,44.0,1,0,0,1,-6.0,0.7033850034718286,,,-6.0,-6.0,0.0,,,,,,,,,,-32.0,-6.0,,
2001,3,REG,WAS,KC,13.0,45.0,3.0,-32.0,,,,,0,35.5,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,32.0,3.0,,
2001,3,REG,ARI,ATL,14.0,34.0,3.0,-20.0,,,,,0,42.0,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,20.0,3.0,,
2001,3,REG,DEN,BAL,13.0,20.0,-4.5,-7.0,,,,,0,41.0,0,0,0,1,-4.5,0.6564698885215916,,,-4.5,-4.5,0.0,,,,,,,,,,7.0,-4.5,,
2001,3,REG,JAX,CLE,14.0,23.0,-8.5,-9.0,,,,,1,35.5,0,0,0,1,-8.5,0.7726346900351523,,,-8.5,-8.5,0.0,,,,,,,,,,9.0,-8.5,,
2001,3,REG,OAK,SEA,38.0,14.0,-10.5,24.0,,,,,1,39.0,1,0,0,1,-10.5,0.8192199439591725,,,-10.5,-10.5,0.0,,,,,,,,,,-24.0,-10.5,,
2001,3,REG,LAC,CIN,28.0,14.0,-6.5,14.0,,,,,0,39.0,1,0,0,1,-6.5,0.7181746423634181,,,-6.5,-6.5,0.0,,,,,,,,,,-14.0,-6.5,,
2001,3,REG,PHI,DAL,40.0,18.0,-13.5,22.0,,,,,1,34.5,1,0,0,1,-13.5,0.8746601071735495,,,-13.5,-13.5,0.0,,,,,,,,,,-22.0,-13.5,,
2001,3,REG,NYJ,SF,17.0,19.0,-3.0,-2.0,,,,,0,44.5,0,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,2.0,-3.0,,
2001,4,REG,ATL,CHI,3.0,31.0,-3.5,-28.0,,,,,0,39.5,0,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,28.0,-3.5,,
2001,4,REG,BAL,TEN,26.0,7.0,-3.5,19.0,,,,,1,33.5,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-19.0,-3.5,,
2001,4,REG,CLE,LAC,20.0,16.0,3.0,4.0,,,,,0,35.0,1,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,-4.0,3.0,,
2001,4,REG,MIA,NE,30.0,10.0,-9.5,20.0,,,,,1,35.0,1,0,0,1,-9.5,0.7969209049515267,,,-9.5,-9.5,0.0,,,,,,,,,,-20.0,-9.5,,
2001,4,REG,NO,MIN,28.0,15.0,-3.5,13.0,,,,,0,44.0,1,0,0,1,-3.5,0.623326217078607,,,-3.5,-3.5,0.0,,,,,,,,,,-13.0,-3.5,,
2001,4,REG,NYG,WAS,23.0,9.0,-14.0,14.0,,,,,1,36.0,1,0,0,1,-14.0,0.8823382970469413,,,-14.0,-14.0,0.0,,,,,,,,,,-14.0,-14.0,,
2001,4,REG,PHI,ARI,20.0,21.0,-14.5,-1.0,,,,,1,41.0,0,0,0,1,-14.5,0.8896054949183587,,,-14.5,-14.5,0.0,,,,,,,,,,1.0,-14.5,,
2001,4,REG,PIT,CIN,16.0,7.0,-5.0,9.0,,,,,1,35.5,1,0,0,1,-5.0,0.672509643334985,,,-5.0,-5.0,0.0,,,,,,,,,,-9.0,-5.0,,
2001,4,REG,BUF,NYJ,36.0,42.0,4.5,-6.0,,,,,1,36.0,0,0,0,0,4.5,0.3435301114784084,,,4.5,4.5,0.0,,,,,,,,,,6.0,4.5,,
2001,4,REG,DEN,KC,20.0,6.0,-10.0,14.0,,,,,1,48.0,1,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,-14.0,-10.0,,
2001,4,REG,SEA,JAX,24.0,15.0,3.5,9.0,,,,,0,35.0,1,0,0,0,3.5,0.37667378292139303,,,3.5,3.5,0.0,,,,,,,,,,-9.0,3.5,,
2001,4,REG,OAK,DAL,28.0,21.0,-18.0,7.0,,,,,0,41.5,1,0,0,1,-18.0,0.9302417126410938,,,-18.0,-18.0,0.0,,,,,,,,,,-7.0,-18.0,,
2001,4,REG,TB,GB,14.0,10.0,-3.0,4.0,,,,,1,36.5,1,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,-4.0,-3.0,,
2001,4,REG,SF,CAR,24.0,14.0,-6.5,10.0,,,,,1,45.0,1,0,0,1,-6.5,0.7181746423634181,,,-6.5,-6.5,0.0,,,,,,,,,,-10.0,-6.5,,
2001,4,REG,DET,LAR,0.0,35.0,12.5,-35.0,,,,,0,48.5,0,0,0,0,12.5,0.14198567731717118,,,12.5,12.5,0.0,,,,,,,,,,35.0,12.5,,
2001,5,REG,ATL,SF,31.0,37.0,3.0,-6.0,,,,,1,43.5,0,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,6.0,3.0,,
2001,5,REG,CAR,NO,25.0,27.0,5.0,-2.0,,,,,1,39.5,0,0,0,0,5.0,0.32749035666501497,,,5.0,5.0,0.0,,,,,,,,,,2.0,5.0,,
2001,5,REG,CHI,ARI,20.0,13.0,-7.0,7.0,,,,,0,39.5,1,0,0,1,-7.0,0.7325072897556676,,,-7.0,-7.0,0.0,,,,,,,,,,-7.0,-7.0,,
2001,5,REG,CIN,CLE,24.0,14.0,-1.5,10.0,,,,,1,35.0,1,0,0,1,-1.5,0.5537582446446209,,,-1.5,-1.5,0.0,,,,,,,,,,-10.0,-1.5,,
2001,5,REG,GB,BAL,31.0,23.0,-0.0,8.0,,,,,0,34.0,1,0,0,0,-0.0,0.5,,,0.0,0.0,0.0,,,,,,,,,,-8.0,-0.0,,
2001,5,REG,KC,PIT,17.0,20.0,-2.5,-3.0,,,,,0,36.0,0,0,0,1,-2.5,0.5889869159604855,,,-2.5,-2.5,0.0,,,,,,,,,,3.0,-2.5,,
2001,5,REG,MIN,DET,31.0,26.0,-10.0,5.0,,,,,1,44.0,1,0,0,1,-10.0,0.8083176725494586,,,-10.0,-10.0,0.0,,,,,,,,,,-5.0,-10.0,,
2001,5,REG,NE,LAC,29.0,26.0,3.0,3.0,,,,,0,36.0,1,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,-3.0,3.0,,
2001,5,REG,LAR,NYG,15.0,14.0,-10.5,1.0,,,,,0,45.0,1,0,0,1,-10.5,0.8192199439591725,,,-10.5,-10.5,0.0,,,,,,,,,,-1.0,-10.5,,
2001,5,REG,TEN,TB,31.0,28.0,-3.0,3.0,,,,,0,33.0,1,0,0,1,-3.0,0.6062878237854281,,,-3.0,-3.0,0.0,,,,,,,,,,-3.0,-3.0,,
2001,5,REG,NYJ,MIA,21.0,17.0,3.0,4.0,,,,,1,38.0,1,0,0,0,3.0,0.3937121762145718,,,3.0,3.0,0.0,,,,,,,,,,-4.0,3.0,,
