number,signed_margin,fav_spread,distance,n_bucket,empirical_rate,baseline_rate,excess_rate
7,-7,5.0,12.0,115,0.0,0.01994926429353863,-0.01994926429353863
7,-7,5.5,12.5,213,0.014084507042253521,0.019149600724397906,-0.005065093682144384
7,-7,6.0,13.0,242,0.03305785123966942,0.01825858177050863,0.014799269469160794
7,-7,6.5,13.5,239,0.02510460251046025,0.017220869785413005,0.007883732725047245
7,-7,7.0,14.0,337,0.011869436201780416,0.015950335124077692,-0.004080898922297276
7,-7,7.5,14.5,230,0.021739130434782608,0.014752368124635774,0.006986762310146834
7,-7,8.0,15.0,56,0.017857142857142856,0.013808955239622155,0.004048187617520701
7,-7,8.5,15.5,58,0.017241379310344827,0.013217582607641979,0.004023796702702849
7,-7,9.0,16.0,109,0.045871559633027525,0.013116433287944889,0.03275512634508264
7,-7,9.5,16.5,129,0.023255813953488372,0.012161979616631565,0.011093834336856807
7,-7,10.0,17.0,163,0.03067484662576687,0.011407229334980624,0.019267617290786247
7,-7,10.5,17.5,108,0.018518518518518517,0.010677489410970978,0.00784102910754754
7,-7,11.0,18.0,58,0.017241379310344827,0.009921300564177697,0.0073200787461671305
7,-7,12.5,19.5,35,0.0,0.0081120005624246,-0.0081120005624246
7,-7,13.0,20.0,59,0.0,0.007956016033089595,-0.007956016033089595
7,-7,13.5,20.5,50,0.02,0.0070546442921451055,0.012945355707854895
7,-7,14.0,21.0,79,0.0,0.006716936687122427,-0.006716936687122427
8,8,1.0,7.0,218,0.009174311926605505,0.017792263016866875,-0.00861795109026137
8,8,1.5,6.5,102,0.0,0.012392289046180487,-0.012392289046180487
8,8,2.0,6.0,107,0.037383177570093455,0.012119727283750286,0.02526345028634317
8,8,2.5,5.5,420,0.02857142857142857,0.017985332040638836,0.010586096530789735
8,8,3.0,5.0,784,0.017857142857142856,0.02607447895106653,-0.008217336093923673
8,8,3.5,4.5,517,0.027079303675048357,0.03234446117993583,-0.005265157504887472
8,8,4.0,4.0,248,0.028225806451612902,0.034536084341637956,-0.006310277890025053
8,8,4.5,3.5,189,0.047619047619047616,0.034987052398314525,0.012631995220733092
8,8,5.0,3.0,115,0.043478260869565216,0.03445022520284431,0.009028035666720904
8,8,5.5,2.5,213,0.023474178403755867,0.0337501308588002,-0.010275952455044333
8,8,6.0,2.0,242,0.03305785123966942,0.03395126685529335,-0.0008934156156239284
8,8,6.5,1.5,239,0.02510460251046025,0.034969002565981004,-0.009864400055520754
8,8,7.0,1.0,337,0.02373887240356083,0.036529473684138586,-0.012790601280577754
8,8,7.5,0.5,230,0.02608695652173913,0.03743487349729882,-0.011347916975559692
8,8,8.0,0.0,56,0.0,0.037536952821704196,-0.037536952821704196
8,8,8.5,0.5,58,0.034482758620689655,0.0367303500447278,-0.002247591424038145
8,8,9.0,1.0,109,0.009174311926605505,0.0345181368163832,-0.025343824889777697
8,8,9.5,1.5,129,0.06201550387596899,0.03480767747928594,0.027207826396683052
8,8,10.0,2.0,163,0.05521472392638037,0.03458192173630536,0.02063280219007501
8,8,10.5,2.5,108,0.009259259259259259,0.03426634738200157,-0.025007088122742313
8,8,11.0,3.0,58,0.034482758620689655,0.0340406909443545,0.0004420676763351519
8,8,12.5,4.5,35,0.0,0.03232626667389185,-0.03232626667389185
8,8,13.0,5.0,59,0.0,0.031011946785716445,-0.031011946785716445
8,8,13.5,5.5,50,0.02,0.03097234777422312,-0.01097234777422312
8,8,14.0,6.0,79,0.0379746835443038,0.03000194183391504,0.00797274171038876
8,-8,1.0,9.0,218,0.009174311926605505,0.01605492020997168,-0.006880608283366174
8,-8,1.5,9.5,102,0.029411764705882353,0.0116948835552722,0.017716881150610153
8,-8,2.0,10.0,107,0.06542056074766354,0.011652251627492151,0.053768309120171394
8,-8,2.5,10.5,420,0.014285714285714285,0.016094121767756306,-0.0018084074820420206
8,-8,3.0,11.0,784,0.012755102040816327,0.01998339978513914,-0.007228297744322813
8,-8,3.5,11.5,517,0.009671179883945842,0.020724076451130006,-0.011052896567184164
8,-8,4.0,12.0,248,0.012096774193548387,0.019749963456146387,-0.007653189262598
8,-8,4.5,12.5,189,0.021164021164021163,0.01876034286951541,0.0024036782945057525
8,-8,5.0,13.0,115,0.008695652173913044,0.01804095992639128,-0.009345307752478235
8,-8,5.5,13.5,213,0.018779342723004695,0.017366803129349583,0.001412539593655112
8,-8,6.0,14.0,242,0.012396694214876033,0.016506464165065637,-0.004109769950189603
8,-8,6.5,14.5,239,0.008368200836820083,0.015435401248223337,-0.007067200411403254
8,-8,7.0,15.0,337,0.005934718100890208,0.014113631360559395,-0.008178913259669187
8,-8,7.5,15.5,230,0.0,0.012931024089608119,-0.012931024089608119
8,-8,8.0,16.0,56,0.0,0.012046483734103384,-0.012046483734103384
8,-8,8.5,16.5,58,0.0,0.011543632498448777,-0.011543632498448777
8,-8,9.0,17.0,109,0.0,0.011589342637605995,-0.011589342637605995
8,-8,9.5,17.5,129,0.007751937984496124,0.01067280171378311,-0.002920863729286986
8,-8,10.0,18.0,163,0.006134969325153374,0.009971449718608558,-0.003836480393455184
8,-8,10.5,18.5,108,0.027777777777777776,0.00930218934207062,0.018475588435707156
8,-8,11.0,19.0,58,0.017241379310344827,0.008595033460855547,0.00864634584948928
8,-8,12.5,20.5,35,0.0,0.0069675576870835,-0.0069675576870835
8,-8,13.0,21.0,59,0.0,0.00686799826349106,-0.00686799826349106
8,-8,13.5,21.5,50,0.02,0.00603471232329637,0.01396528767670363
8,-8,14.0,22.0,79,0.0,0.005742183130038779,-0.005742183130038779
9,9,1.0,8.0,218,0.0045871559633027525,0.016929213280845793,-0.01234205731754304
9,9,1.5,7.5,102,0.00980392156862745,0.012176795743782325,-0.0023728741751548738
9,9,2.0,7.0,107,0.009345794392523364,0.01202237881348601,-0.002676584420962646
9,9,2.5,6.5,420,0.014285714285714285,0.017683787046778292,-0.003398072761064007
9,9,3.0,6.0,784,0.00510204081632653,0.025274622730876377,-0.020172581914549848
9,9,3.5,5.5,517,0.007736943907156673,0.031070351716158757,-0.023333407809002085
9,9,4.0,5.0,248,0.016129032258064516,0.033193545832828734,-0.01706451357476422
9,9,4.5,4.5,189,0.005291005291005291,0.03378649921857869,-0.028495493927573397
9,9,5.0,4.0,115,0.008695652173913044,0.03348332335761977,-0.024787671183706728
9,9,5.5,3.5,213,0.014084507042253521,0.03299048751438464,-0.018905980472131115
9,9,6.0,3.0,242,0.004132231404958678,0.033315834719968004,-0.029183603315009327
9,9,6.5,2.5,239,0.012552301255230125,0.03441979533811907,-0.021867494082888947
9,9,7.0,2.0,337,0.005934718100890208,0.03606382937754074,-0.030129111276650532
9,9,7.5,1.5,230,0.008695652173913044,0.03710159357897227,-0.028405941405059226
9,9,8.0,1.0,56,0.0,0.037369178989130725,-0.037369178989130725
9,9,8.5,0.5,58,0.0,0.0367303500447278,-0.0367303500447278
9,9,9.0,0.0,109,0.0,0.03465070858018848,-0.03465070858018848
9,9,9.5,0.5,129,0.007751937984496124,0.03508320631256286,-0.02733126832806674
9,9,10.0,1.0,163,0.018404907975460124,0.034992598740306635,-0.01658769076484651
9,9,10.5,1.5,108,0.0,0.03481062419663878,-0.03481062419663878
9,9,11.0,2.0,58,0.0,0.03471901702408196,-0.03471901702408196
9,9,12.5,3.5,35,0.02857142857142857,0.033344300639836975,-0.004772872068408405
9,9,13.0,4.0,59,0.0,0.0320526415202853,-0.0320526415202853
9,9,13.5,4.5,50,0.04,0.03220150908636736,0.00779849091363264
9,9,14.0,5.0,79,0.0379746835443038,0.03126227185342685,0.006712411690876947
9,-9,1.0,10.0,218,0.0045871559633027525,0.01518588922349236,-0.010598733260189607
9,-9,1.5,10.5,102,0.0,0.011435899450843879,-0.011435899450843879
9,-9,2.0,11.0,107,0.009345794392523364,0.011505099728474508,-0.002159305335951144
9,-9,2.5,11.5,420,0.002380952380952381,0.015620084636964938,-0.013239132256012557
9,-9,3.0,12.0,784,0.006377551020408163,0.01878536494545318,-0.012407813925045016
9,-9,3.5,12.5,517,0.0038684719535783366,0.018865099604676198,-0.014996627651097862
9,-9,4.0,13.0,248,0.012096774193548387,0.017728549305512865,-0.005631775111964478
9,-9,4.5,13.5,189,0.010582010582010581,0.016783265250703974,-0.006201254668693392
9,-9,5.0,14.0,115,0.02608695652173913,0.016188017065896784,0.009898939455842345
9,-9,5.5,14.5,213,0.004694835680751174,0.015634612762034684,-0.01093977708128351
9,-9,6.0,15.0,242,0.008264462809917356,0.014814217364072508,-0.006549754554155152
9,-9,6.5,15.5,239,0.008368200836820083,0.013730239988116861,-0.005362039151296778
9,-9,7.0,16.0,337,0.005934718100890208,0.01238661393437404,-0.0064518958334838315
9,-9,7.5,16.5,230,0.0,0.01123918596517037,-0.01123918596517037
9,-9,8.0,17.0,56,0.0,0.010420181555617499,-0.010420181555617499
9,-9,8.5,17.5,58,0.0,0.009998897958837375,-0.009998897958837375
9,-9,9.0,18.0,109,0.0,0.010167191261107137,-0.010167191261107137
9,-9,9.5,18.5,129,0.0,0.009298307569587029,-0.009298307569587029
9,-9,10.0,19.0,163,0.006134969325153374,0.008653056240111038,-0.0025180869149576636
9,-9,10.5,19.5,108,0.009259259259259259,0.008045842623979694,0.0012134166352795652
9,-9,11.0,20.0,58,0.0,0.007390732489810749,-0.007390732489810749
9,-9,12.5,21.5,35,0.0,0.005941189264992387,-0.005941189264992387
9,-9,13.0,22.0,59,0.0,0.005888396409880202,-0.005888396409880202
9,-9,13.5,22.5,50,0.0,0.005126441567058728,-0.005126441567058728
9,-9,14.0,23.0,79,0.0,0.004875328143951624,-0.004875328143951624
10,10,1.0,9.0,218,0.03669724770642202,0.01605492020997168,0.02064232749645034
10,10,1.5,8.5,102,0.00980392156862745,0.011943065316775147,-0.002139143748147696
10,10,2.0,8.0,107,0.018691588785046728,0.011911593665240323,0.006779995119806405
10,10,2.5,7.5,420,0.04285714285714286,0.017340266926522484,0.025516875930620374
10,10,3.0,7.0,784,0.021683673469387755,0.024366447359832722,-0.002682773890444967
10,10,3.5,6.5,517,0.03481624758220503,0.02961091673177907,0.00520533085042596
10,10,4.0,6.0,248,0.04838709677419355,0.03162578792931436,0.01676130884487919
10,10,4.5,5.5,189,0.05291005291005291,0.03234516598236397,0.020564886927688937
10,10,5.0,5.0,115,0.0782608695652174,0.03228066174036319,0.04598020782485421
10,10,5.5,4.5,213,0.04225352112676056,0.03200456592984659,0.010248955196913975
10,10,6.0,4.0,242,0.05371900826446281,0.03244649214347365,0.02127251612098916
10,10,6.5,3.5,239,0.029288702928870293,0.033612374115762865,-0.004323671186892572
10,10,7.0,3.0,337,0.026706231454005934,0.03530110917017003,-0.008594877716164094
10,10,7.5,2.5,230,0.021739130434782608,0.03644406814057678,-0.014704937705794174
10,10,8.0,2.0,56,0.03571428571428571,0.03687041308257666,-0.0011561273682909462
10,10,8.5,1.5,58,0.017241379310344827,0.03641710216394545,-0.01917572285360062
10,10,9.0,1.0,109,0.027522935779816515,0.0345181368163832,-0.006995201036566687
10,10,9.5,0.5,129,0.03875968992248062,0.03508320631256286,0.0036764836099177564
10,10,10.0,0.0,163,0.0736196319018405,0.03513059343503064,0.03848903846680986
10,10,10.5,0.5,108,0.027777777777777776,0.035086071558980844,-0.007308293781203068
10,10,11.0,1.0,58,0.034482758620689655,0.0351325688455544,-0.0006498102248647455
10,10,12.5,2.5,35,0.08571428571428572,0.03412908807689386,0.051585197637391854
10,10,13.0,3.0,59,0.03389830508474576,0.03288654996711192,0.0010117551176338432
10,10,13.5,3.5,50,0.04,0.03322152426842211,0.006778475731577888
10,10,14.0,4.0,79,0.02531645569620253,0.03233336810761026,-0.007016912411407731
10,-10,1.0,11.0,218,0.045871559633027525,0.014335007883016218,0.031536551750011306
10,-10,1.5,11.5,102,0.029411764705882353,0.011169516817173026,0.018242247888709325
10,-10,2.0,12.0,107,0.018691588785046728,0.011347304451033852,0.007344284334012876
10,-10,2.5,12.5,420,0.04047619047619048,0.015123629266091673,0.025352561210098806
10,-10,3.0,13.0,784,0.026785714285714284,0.017578790123112146,0.009206924162602138
10,-10,3.5,13.5,517,0.015473887814313346,0.017048335357525927,-0.0015744475432125805
10,-10,4.0,14.0,248,0.008064516129032258,0.015783430736161643,-0.007718914607129385
10,-10,4.5,14.5,189,0.010582010582010581,0.01489227360462308,-0.004310263022612499
10,-10,5.0,15.0,115,0.008695652173913044,0.01441287325673427,-0.005717221082821227
10,-10,5.5,15.5,213,0.018779342723004695,0.013972589530474302,0.004806753192530393
10,-10,6.0,16.0,242,0.008264462809917356,0.013199524959077821,-0.004935062149160466
10,-10,6.5,16.5,239,0.008368200836820083,0.012121441614246735,-0.0037532407774266523
10,-10,7.0,17.0,337,0.011869436201780416,0.010782817112911167,0.0010866190888692492
10,-10,7.5,17.5,230,0.0,0.009687109901729638,-0.009687109901729638
10,-10,8.0,18.0,56,0.0,0.008937822375759793,-0.008937822375759793
10,-10,8.5,18.5,58,0.0,0.00859008967005701,-0.00859008967005701
10,-10,9.0,19.0,109,0.0,0.008856663205569909,-0.008856663205569909
10,-10,9.5,19.5,129,0.007751937984496124,0.008042887831674797,-0.0002909498471786731
10,-10,10.0,20.0,163,0.018404907975460124,0.007454893919211333,0.010950014056248791
10,-10,10.5,20.5,108,0.0,0.006909670777587819,-0.006909670777587819
10,-10,11.0,21.0,58,0.0,0.00630824695998034,-0.00630824695998034
10,-10,12.5,22.5,35,0.0,0.00502952426303876,-0.00502952426303876
10,-10,13.0,23.0,59,0.0,0.005014354745610205,-0.005014354745610205
10,-10,13.5,23.5,50,0.02,0.004324825685902801,0.0156751743140972
10,-10,14.0,24.0,79,0.012658227848101266,0.00411128225787188,0.008546945590229386
11,11,1.0,10.0,218,0.013761467889908258,0.01518588922349236,-0.0014244213335841017
11,11,1.5,9.5,102,0.0196078431372549,0.0116948835552722,0.007912959581982702
11,11,2.0,9.0,107,0.04672897196261682,0.011787992009470519,0.0349409799531463
11,11,2.5,8.5,420,0.02142857142857143,0.016958264862910532,0.004470306565660897
11,11,3.0,8.0,784,0.007653061224489796,0.023366114639891206,-0.015713053415401412
11,11,3.5,7.5,517,0.019342359767891684,0.027999105785249803,-0.008656746017358118
11,11,4.0,7.0,248,0.020161290322580645,0.029871390540456892,-0.009710100217876248
11,11,4.5,6.5,189,0.021164021164021163,0.030698704678278215,-0.009534683514257052
11,11,5.0,6.0,115,0.0,0.030870312759005644,-0.030870312759005644
11,11,5.5,5.5,213,0.004694835680751174,0.030814121715000364,-0.026119286034249192
11,11,6.0,5.0,242,0.008264462809917356,0.03136256558377888,-0.023098102773861526
11,11,6.5,4.5,239,0.016736401673640166,0.03256566627357218,-0.015829264599932013
11,11,7.0,4.0,337,0.020771513353115726,0.03426073290604181,-0.013489219552926087
11,11,7.5,3.5,230,0.02608695652173913,0.035479951696312746,-0.009392995174573617
11,11,8.0,3.0,56,0.0,0.0360541132556949,-0.0360541132556949
11,11,8.5,2.5,58,0.0,0.035798685464837825,-0.035798685464837825
11,11,9.0,2.0,109,0.027522935779816515,0.03412351872713802,-0.006600582947321507
11,11,9.5,1.5,129,0.015503875968992248,0.03480767747928594,-0.01930380151029369
11,11,10.0,1.0,163,0.018404907975460124,0.034992598740306635,-0.01658769076484651
11,11,10.5,0.5,108,0.018518518518518517,0.035086071558980844,-0.016567553040462327
11,11,11.0,0.0,58,0.017241379310344827,0.03527152548017685,-0.01803014616983202
11,11,12.5,1.5,35,0.0,0.03466264852985867,-0.03466264852985867
11,11,13.0,2.0,59,0.0,0.03349566464852288,-0.03349566464852288
11,11,13.5,2.5,50,0.02,0.03400869657415049,-0.014008696574150489
11,11,14.0,3.0,79,0.012658227848101266,0.033192156642950325,-0.02053392879484906
11,-11,1.0,12.0,218,0.0045871559633027525,0.013511997258012875,-0.008924841294710122
11,-11,1.5,12.5,102,0.0196078431372549,0.010898812509885425,0.008709030627369477
11,-11,2.0,13.0,107,0.009345794392523364,0.011179666214626792,-0.0018338718221034278
11,-11,2.5,13.5,420,0.004761904761904762,0.014608937945173726,-0.009847033183268964
11,-11,3.0,14.0,784,0.003826530612244898,0.016377923228652478,-0.01255139261640758
11,-11,3.5,14.5,517,0.009671179883945842,0.015296774847783263,-0.005625594963837421
11,-11,4.0,15.0,248,0.016129032258064516,0.013937503467171685,0.0021915287908928303
11,-11,4.5,15.5,189,0.0,0.013107816268489423,-0.013107816268489423
11,-11,5.0,16.0,115,0.008695652173913044,0.012733669435990169,-0.004038017262077125
11,-11,5.5,16.5,213,0.009389671361502348,0.012396684878510063,-0.0030070135170077155
11,-11,6.0,17.0,242,0.004132231404958678,0.011676458077874098,-0.007544226672915421
11,-11,6.5,17.5,239,0.012552301255230125,0.01062101407715917,0.0019312871780709558
11,-11,7.0,18.0,337,0.008902077151335312,0.009311072092617481,-0.0004089949412821696
11,-11,7.5,18.5,230,0.004347826086956522,0.008280163341150512,-0.003932337254193991
11,-11,8.0,19.0,56,0.017857142857142856,0.007602508376933722,0.010254634480209135
11,-11,8.5,19.5,58,0.0,0.007319758906162722,-0.007319758906162722
11,-11,9.0,20.0,109,0.0,0.00766117876088113,-0.00766117876088113
11,-11,9.5,20.5,129,0.007751937984496124,0.00690773294704605,0.0008442050374500741
11,-11,10.0,21.0,163,0.006134969325153374,0.0063768017967519575,-0.00024183247159858309
11,-11,10.5,21.5,108,0.0,0.005892132941622836,-0.005892132941622836
11,-11,11.0,22.0,58,0.017241379310344827,0.0053448130383031475,0.01189656627204168
11,-11,12.5,23.5,35,0.0,0.004227294281970917,-0.004227294281970917
11,-11,13.0,24.0,59,0.0,0.004241342931560048,-0.004241342931560048
11,-11,13.5,24.5,50,0.0,0.00362351019620013,-0.00362351019620013
11,-11,14.0,25.0,79,0.0,0.003443690157567412,-0.003443690157567412
12,12,1.0,11.0,218,0.0045871559633027525,0.014335007883016218,-0.009747851919713465
12,12,1.5,10.5,102,0.0196078431372549,0.011435899450843879,0.008171943686411023
12,12,2.0,10.0,107,0.009345794392523364,0.011652251627492151,-0.002306457234968787
12,12,2.5,9.5,420,0.007142857142857143,0.016541555255511018,-0.009398698112653876
12,12,3.0,9.0,784,0.011479591836734694,0.02229063390485373,-0.010811042068119036
12,12,3.5,8.5,517,0.0038684719535783366,0.026269672821644035,-0.0224012008680657
12,12,4.0,8.0,248,0.020161290322580645,0.02797163257577041,-0.007810342253189766
12,12,4.5,7.5,189,0.010582010582010581,0.028886306876493115,-0.018304296294482533
12,12,5.0,7.0,115,0.017391304347826087,0.029284197582863086,-0.011892893235036998
12,12,5.5,6.5,213,0.004694835680751174,0.02944476935575683,-0.024749933675005657
12,12,6.0,6.0,242,0.012396694214876033,0.03008762366600067,-0.017690929451124635
12,12,6.5,5.5,239,0.012552301255230125,0.03130372006490722,-0.018751418809677095
12,12,7.0,5.0,337,0.008902077151335312,0.0329687059073115,-0.024066628755976184
12,12,7.5,4.5,230,0.021739130434782608,0.03423471730581927,-0.012495586871036662
12,12,8.0,4.0,56,0.05357142857142857,0.03494202789039892,0.018629400681029647
12,12,8.5,3.5,58,0.0,0.034890907981963364,-0.034890907981963364
12,12,9.0,3.0,109,0.0,0.03347602337875266,-0.03347602337875266
12,12,9.5,2.5,129,0.015503875968992248,0.034263239895245254,-0.018759363926253006
12,12,10.0,2.0,163,0.012269938650306749,0.03458192173630536,-0.02231198308599861
12,12,10.5,1.5,108,0.018518518518518517,0.03481062419663878,-0.016292105678120263
12,12,11.0,1.0,58,0.05172413793103448,0.0351325688455544,0.016591569085480082
12,12,12.5,0.5,35,0.0,0.03493258921156465,-0.03493258921156465
12,12,13.0,1.0,59,0.0,0.033866622670511576,-0.033866622670511576
12,12,13.5,1.5,50,0.0,0.03454431195705139,-0.03454431195705139
12,12,14.0,2.0,79,0.02531645569620253,0.033819728933589796,-0.008503273237387265
12,-12,1.0,13.0,218,0.0045871559633027525,0.012723861529287134,-0.008136705565984382
12,-12,1.5,13.5,102,0.00980392156862745,0.010626482614618906,-0.0008225610459914549
12,-12,2.0,14.0,107,0.009345794392523364,0.011003009080910406,-0.0016572146883870424
12,-12,2.5,14.5,420,0.007142857142857143,0.01408012631708248,-0.0069372691742253375
12,-12,3.0,15.0,784,0.002551020408163265,0.015195475373946669,-0.012644454965783404
12,-12,3.5,15.5,517,0.005802707930367505,0.013629268420641398,-0.007826560490273894
12,-12,4.0,16.0,248,0.004032258064516129,0.012208414668431254,-0.008176156603915125
12,-12,4.5,16.5,189,0.0,0.011445177000349494,-0.011445177000349494
12,-12,5.0,17.0,115,0.0,0.011164194155091223,-0.011164194155091223
12,-12,5.5,17.5,213,0.014084507042253521,0.010919188759110101,0.0031653182831434205
12,-12,6.0,18.0,242,0.01652892561983471,0.010255491408576931,0.00627343421125778
12,-12,6.5,18.5,239,0.0041841004184100415,0.009237062938321655,-0.005052962519911614
12,-12,7.0,19.0,337,0.002967359050445104,0.00797586856473314,-0.005008509514288035
12,-12,7.5,19.5,230,0.008695652173913044,0.007019365975401312,0.0016762861985117313
12,-12,8.0,20.0,56,0.0,0.006413269408137816,-0.006413269408137816
12,-12,8.5,20.5,58,0.017241379310344827,0.006186825117985238,0.01105455419235959
12,-12,9.0,21.0,109,0.0,0.006581249295782579,-0.006581249295782579
12,-12,9.5,21.5,129,0.0,0.005891266353822275,-0.005891266353822275
12,-12,10.0,22.0,163,0.0,0.005416063600767988,-0.005416063600767988
12,-12,10.5,22.5,108,0.0,0.004989391967054361,-0.004989391967054361
12,-12,11.0,23.0,58,0.0,0.00449553394979422,-0.00449553394979422
12,-12,12.5,24.5,35,0.0,0.0035277865001857017,-0.0035277865001857017
12,-12,13.0,25.0,59,0.0,0.0035635387079109575,-0.0035635387079109575
12,-12,13.5,25.5,50,0.02,0.0030151844953075703,0.01698481550469243
12,-12,14.0,26.0,79,0.0,0.002865312384188583,-0.002865312384188583
13,13,1.0,12.0,218,0.013761467889908258,0.013511997258012875,0.00024947063189538314
13,13,1.5,11.5,102,0.0196078431372549,0.011169516817173026,0.008438326320081875
13,13,2.0,11.0,107,0.009345794392523364,0.011505099728474508,-0.002159305335951144
13,13,2.5,10.5,420,0.007142857142857143,0.016094121767756306,-0.008951264624899164
13,13,3.0,10.0,784,0.012755102040816327,0.02115734010192288,-0.008402238061106553
13,13,3.5,9.5,517,0.015473887814313346,0.024457904177440443,-0.008984016363127097
13,13,4.0,9.0,248,0.020161290322580645,0.025968853595439875,-0.00580756327285923
13,13,4.5,8.5,189,0.015873015873015872,0.0269491302395957,-0.011076114366579827
13,13,5.0,8.0,115,0.017391304347826087,0.027556871490572902,-0.010165567142746815
13,13,5.5,7.5,213,0.023474178403755867,0.027925055311366506,-0.004450876907610639
13,13,6.0,7.0,242,0.02066115702479339,0.02864861344645005,-0.007987456421656661
13,13,6.5,6.5,239,0.0041841004184100415,0.029854773318747405,-0.025670672900337362
13,13,7.0,6.0,337,0.005934718100890208,0.03145652379141701,-0.0255218056905268
13,13,7.5,5.5,230,0.004347826086956522,0.03274051940875181,-0.028392693321795292
13,13,8.0,5.0,56,0.017857142857142856,0.03356321898491416,-0.015706076127771307
13,13,8.5,4.5,58,0.017241379310344827,0.033716627953470996,-0.01647524864312617
13,13,9.0,4.0,109,0.01834862385321101,0.03259053096748806,-0.014241907114277051
13,13,9.5,3.5,129,0.046511627906976744,0.033462863719766714,0.01304876418721003
13,13,10.0,3.0,163,0.024539877300613498,0.03390834948500211,-0.009368472184388615
13,13,10.5,2.5,108,0.018518518518518517,0.03426634738200157,-0.015747828863483054
13,13,11.0,2.0,58,0.017241379310344827,0.03471901702408196,-0.017477637713737136
13,13,12.5,0.5,35,0.08571428571428572,0.03493258921156465,0.05078169650272107
13,13,13.0,0.0,59,0.0,0.033991200662507555,-0.033991200662507555
13,13,13.5,0.5,50,0.04,0.034815427389234085,0.005184572610765915
13,13,14.0,1.0,79,0.0379746835443038,0.03420204326049299,0.003772640283810809
13,-13,1.0,14.0,218,0.013761467889908258,0.011975301512938623,0.0017861663769696348
13,-13,1.5,14.5,102,0.0196078431372549,0.010354815652132846,0.009253027485122056
13,-13,2.0,15.0,107,0.009345794392523364,0.010818172276031036,-0.001472377883507672
13,-13,2.5,15.5,420,0.009523809523809525,0.013541185922022723,-0.004017376398213198
13,-13,3.0,16.0,784,0.012755102040816327,0.014042470176748444,-0.0012873681359321168
13,-13,3.5,16.5,517,0.009671179883945842,0.012060444688168555,-0.002389264804222713
13,-13,4.0,17.0,248,0.012096774193548387,0.010608667907936908,0.0014881062856114784
13,-13,4.5,17.5,189,0.005291005291005291,0.009914655403231753,-0.0046236501122264625
13,-13,5.0,18.0,115,0.0,0.009714002846424817,-0.009714002846424817
13,-13,5.5,18.5,213,0.014084507042253521,0.009548814672690456,0.004535692369563065
13,-13,6.0,19.0,242,0.004132231404958678,0.008943646076267981,-0.004811414671309303
13,-13,6.5,19.5,239,0.008368200836820083,0.007974063044940286,0.0003941377918797971
13,-13,7.0,20.0,337,0.005934718100890208,0.006777837553767994,-0.0008431194528777863
13,-13,7.5,20.5,230,0.004347826086956522,0.00590202736430214,-0.0015542012773456185
13,-13,8.0,21.0,56,0.0,0.005365736728246585,-0.005365736728246585
13,-13,8.5,21.5,58,0.0,0.005187166811645553,-0.005187166811645553
13,-13,9.0,22.0,109,0.009174311926605505,0.005614885060334726,0.003559426866270779
13,-13,9.5,22.5,129,0.0,0.004989612866098046,-0.004989612866098046
13,-13,10.0,23.0,163,0.006134969325153374,0.004567881828626862,0.0015670874965265126
13,-13,10.5,23.5,108,0.0,0.004195789413399604,-0.004195789413399604
13,-13,11.0,24.0,58,0.0,0.0037538613939114888,-0.0037538613939114888
13,-13,12.5,25.5,35,0.0,0.0029232727087017832,-0.0029232727087017832
13,-13,13.0,26.0,59,0.0,0.0029741918741961458,-0.0029741918741961458
13,-13,13.5,26.5,50,0.0,0.0024919383713315987,-0.0024919383713315987
13,-13,14.0,27.0,79,0.012658227848101266,0.0023683718884090843,0.01028985595969218
14,14,1.0,13.0,218,0.01834862385321101,0.012723861529287134,0.005624762323923876
14,14,1.5,12.5,102,0.00980392156862745,0.010898812509885425,-0.0010948909412579737
14,14,2.0,12.0,107,0.018691588785046728,0.011347304451033852,0.007344284334012876
14,14,2.5,11.5,420,0.023809523809523808,0.015620084636964938,0.00818943917255887
14,14,3.0,11.0,784,0.03316326530612245,0.01998339978513914,0.013179865520983311
14,14,3.5,10.5,517,0.03288201160541586,0.022598415854564447,0.010283595750851412
14,14,4.0,10.0,248,0.016129032258064516,0.023904889071069822,-0.007775856813005307
14,14,4.5,9.5,189,0.010582010582010581,0.024928736897493666,-0.014346726315483085
14,14,5.0,9.0,115,0.043478260869565216,0.025724264728085436,0.01775399614147978
14,14,5.5,8.5,213,0.028169014084507043,0.026285460525960008,0.0018835535585470346
14,14,6.0,8.0,242,0.0371900826446281,0.02707490298453339,0.01011517966009471
14,14,6.5,7.5,239,0.02510460251046025,0.02825019066971703,-0.003145588159256779
14,14,7.0,7.0,337,0.04747774480712166,0.02975988122416563,0.017717863582956035
14,14,7.5,6.5,230,0.04782608695652174,0.031034793108834672,0.01679129384768707
14,14,8.0,6.0,56,0.05357142857142857,0.031952783312704305,0.021618645258724263
14,14,8.5,5.5,58,0.06896551724137931,0.03230478750110323,0.03666072974027608
14,14,9.0,5.0,109,0.03669724770642202,0.03148705404676537,0.005210193659656651
14,14,9.5,4.5,129,0.06976744186046512,0.03242534485935624,0.037342097001108875
14,14,10.0,4.0,163,0.05521472392638037,0.03298775422710123,0.02222696969927914
14,14,10.5,3.5,108,0.09259259259259259,0.03346620664482862,0.05912638594776397
14,14,11.0,3.0,58,0.034482758620689655,0.0340406909443545,0.0004420676763351519
14,14,12.5,1.5,35,0.0,0.03466264852985867,-0.03466264852985867
